fix,speed,lat,lon,sats
69983,9.880378032,27.23572117,-82.49975117,9
69984,7.940242928,27.235702,-82.49977983,10
69985,5.220418763,27.23569,-82.49979917,10
69986,2.586291923,27.23568433,-82.499809,10
69987,1.457456545,27.23568033,-82.49981383,10
69988,0.520741645,27.23568067,-82.499816,10
69989,0.212591887,27.23568017,-82.499816,10
69990,0.300650329,27.235681,-82.49981567,10
69991,0.300650329,27.23568067,-82.499815,10
69992,0.368219949,27.2356795,-82.49981567,10
69993,0.212591887,27.2356785,-82.49981567,10
69994,0,27.2356785,-82.4998155,10
69995,0,27.23567867,-82.499816,10
69996,0.212591887,27.2356785,-82.49981667,10
69997,0.300650329,27.23567867,-82.49981783,10
69998,0.212591887,27.23567883,-82.49981867,10
69999,0.300650329,27.23567883,-82.4998195,10
70000,0.212591887,27.23567833,-82.49981983,10
70001,0,27.235678,-82.49981967,10
70002,0,27.23567817,-82.49982033,10
70003,0.212591887,27.23567833,-82.49982117,10
70004,0.368219949,27.23567883,-82.49982233,10
70005,0,27.23567817,-82.49982217,10
70006,0.212591887,27.23567883,-82.499823,10
70007,0,27.23567917,-82.4998235,10
70008,0.300650329,27.23567967,-82.49982483,10
70009,0.47536991,27.23568067,-82.4998265,10
70010,0.368219949,27.23568167,-82.49982717,10
70011,0.212591887,27.23568233,-82.49982783,10
70012,0,27.23568283,-82.49982833,10
70013,0,27.235683,-82.49982833,10
70014,0.212591887,27.235684,-82.499828,10
70015,0,27.2356845,-82.49982783,10
70016,0.368219949,27.235686,-82.4998275,10
70017,0.212591887,27.23568667,-82.49982767,10
70018,0.300650329,27.23568783,-82.49982767,10
70019,0.300650329,27.23568933,-82.49982817,10
70020,0,27.23568983,-82.49982817,10
70021,0,27.23569033,-82.49982817,10
70022,0,27.2356905,-82.49982817,10
70023,0,27.23569017,-82.49982817,10
70024,0,27.23568967,-82.499828,10
70025,0.212591887,27.23568917,-82.49982783,10
70026,0,27.235689,-82.499828,10
70027,0.212591887,27.23568883,-82.49982833,10
70028,0,27.23568817,-82.49982867,10
70029,0,27.235688,-82.49982917,10
70030,0,27.23568733,-82.4998295,10
70031,0.212591887,27.23568633,-82.49982917,10
70032,0.212591887,27.2356855,-82.499829,10
70033,0.368219949,27.235684,-82.49982933,12
70034,0,27.23568333,-82.49982967,12
70035,0,27.23568283,-82.4998295,12
70036,0.300650329,27.23568183,-82.49982883,12
70037,0.425183773,27.2356805,-82.49982817,12
70038,0.47536991,27.23567933,-82.4998265,12
70039,0.300650329,27.2356785,-82.4998255,12
70040,0.368219949,27.23567683,-82.499825,12
70041,0.212591887,27.235677,-82.499826,12
70042,0.212591887,27.23567633,-82.4998255,12
70043,0,27.235676,-82.49982567,12
70044,0.212591887,27.23567567,-82.49982633,12
70045,0,27.23567533,-82.49982667,12
70046,0,27.23567567,-82.49982683,12
70047,0.212591887,27.23567617,-82.4998275,12
70048,0,27.2356755,-82.4998275,12
70049,0,27.2356755,-82.4998275,12
70050,0.212591887,27.2356755,-82.49982683,12
70051,0,27.23567533,-82.4998275,12
70052,0,27.23567583,-82.4998275,11
70053,0.300650329,27.23567567,-82.49982617,12
70054,0.212591887,27.23567567,-82.49982517,12
70055,0.300650329,27.23567567,-82.49982367,12
70056,0.425183773,27.235676,-82.49982183,12
70057,0.520741645,27.23567567,-82.4998195,12
70058,0.300650329,27.23567517,-82.49981833,12
70059,0,27.2356755,-82.49981817,10
70060,0,27.23567533,-82.499818,12
70061,0,27.2356755,-82.499818,12
70062,0,27.235676,-82.49981767,12
70063,0.300650329,27.23567617,-82.49981617,11
70064,0.212591887,27.23567633,-82.49981533,11
70065,0.425183773,27.23567567,-82.49981367,12
70066,0.300650329,27.23567517,-82.49981233,12
70067,0.520741645,27.23567383,-82.49981017,12
70068,0.47536991,27.235672,-82.49980933,12
70069,0,27.23567133,-82.49980883,12
70070,0.901950987,27.2356685,-82.49980617,12
70071,0.368219949,27.23566717,-82.4998055,12
70072,0,27.23566733,-82.49980533,12
70073,0.368219949,27.23566867,-82.49980467,12
70074,0.425183773,27.235669,-82.49980283,12
70075,0.47536991,27.23566833,-82.49980067,12
70076,0.368219949,27.23566767,-82.499799,12
70077,0.520741645,27.2356665,-82.49979683,12
70078,0.425183773,27.23566633,-82.49979483,12
70079,0.425183773,27.23566583,-82.499793,12
70080,0.368219949,27.235666,-82.499791,12
70081,0.368219949,27.23566533,-82.49978933,12
70082,0.672274573,27.23566417,-82.49978633,12
70083,0.601300658,27.235663,-82.499784,12
70084,0.520741645,27.235662,-82.499782,12
70085,0.300650329,27.2356615,-82.49978067,12
70086,0.300650329,27.23566133,-82.49977983,12
70087,0.368219949,27.2356605,-82.49977867,12
70088,0,27.23566,-82.49977817,10
70089,0,27.23565967,-82.49977833,10
70090,0,27.23565967,-82.49977867,10
70091,0,27.23565967,-82.49977883,10
70092,0,27.23565983,-82.49977933,10
70093,0,27.23566,-82.49977967,10
70094,0.300650329,27.23566017,-82.49978033,10
70095,0.212591887,27.23566033,-82.499781,10
70096,0.212591887,27.2356605,-82.499782,10
70097,0.300650329,27.235661,-82.49978283,10
70098,0.300650329,27.23566133,-82.4997835,10
70099,0.300650329,27.2356615,-82.49978417,10
70100,0.212591887,27.23566183,-82.49978483,10
70101,0,27.23566217,-82.49978533,10
70102,0.212591887,27.23566283,-82.49978583,10
70103,0.212591887,27.23566367,-82.49978633,10
70104,0,27.235664,-82.49978683,10
70105,0,27.23566433,-82.499787,10
70106,0,27.23566467,-82.49978717,10
70107,0,27.23566517,-82.49978733,10
70108,0.368219949,27.23566633,-82.49978817,10
70109,0.212591887,27.23566717,-82.49978867,10
70110,0,27.23566783,-82.499789,10
70111,0.212591887,27.2356685,-82.49978917,10
70112,0.212591887,27.23566917,-82.49978933,10
70113,0,27.23566983,-82.4997895,10
70114,0,27.23567033,-82.49978983,10
70115,0.300650329,27.235671,-82.49979067,10
70116,0.368219949,27.23567183,-82.49979183,10
70117,0.212591887,27.235672,-82.4997925,10
70118,0.212591887,27.23567217,-82.49979333,10
70119,0,27.23567233,-82.49979383,10
70120,0.212591887,27.2356725,-82.4997945,10
70121,0,27.23567283,-82.499795,10
70122,0,27.235673,-82.49979567,10
70123,0,27.235673,-82.49979617,10
70124,0,27.23567267,-82.49979633,10
70125,0,27.23567233,-82.49979633,10
70126,0,27.235672,-82.4997965,10
70127,0,27.23567167,-82.49979683,10
70128,0,27.2356715,-82.499797,10
70129,0,27.235671,-82.499797,10
70130,0.212591887,27.23567033,-82.499797,10
70131,0.212591887,27.23566967,-82.49979683,10
70132,0.212591887,27.23566917,-82.4997965,10
70133,0.212591887,27.23566867,-82.49979633,10
70134,0.300650329,27.23566767,-82.49979567,10
70135,0,27.23566667,-82.49979517,10
70136,0,27.23566583,-82.49979483,10
70137,0.212591887,27.235665,-82.49979433,10
70138,0.368219949,27.235664,-82.49979367,10
70139,0.300650329,27.23566283,-82.49979317,10
70140,0.300650329,27.235662,-82.4997925,10
70141,0,27.2356615,-82.4997925,10
70142,0.300650329,27.2356605,-82.499792,10
70143,0,27.23565983,-82.49979167,10
70144,0,27.23565967,-82.49979167,10
70145,0,27.23565983,-82.4997915,10
70146,0,27.2356605,-82.499792,10
70147,0.212591887,27.23566083,-82.49979267,10
70148,0.212591887,27.23566117,-82.499793,10
70149,0,27.23566167,-82.49979333,10
70150,0,27.23566167,-82.4997935,10
70151,0,27.23566183,-82.49979383,10
70152,0,27.235662,-82.49979417,10
70153,0,27.23566267,-82.49979417,10
70154,0.212591887,27.2356635,-82.49979417,10
70155,0.300650329,27.2356645,-82.4997945,10
70156,0.212591887,27.23566533,-82.499795,10
70157,0.212591887,27.23566617,-82.499795,10
70158,0.212591887,27.23566717,-82.49979517,10
70159,0.212591887,27.235668,-82.49979533,10
70160,0.300650329,27.23566917,-82.49979567,10
70161,0.300650329,27.23567017,-82.499796,10
70162,0.300650329,27.23567117,-82.49979633,10
70163,0.212591887,27.23567217,-82.49979667,10
70164,0.300650329,27.23567333,-82.49979717,10
70165,0.212591887,27.2356745,-82.4997975,10
70166,0.212591887,27.2356755,-82.49979783,10
70167,0.300650329,27.23567667,-82.499798,10
70168,0.300650329,27.2356775,-82.49979817,10
70169,0.212591887,27.2356785,-82.49979817,10
70170,0.212591887,27.2356795,-82.49979817,10
70171,0.212591887,27.2356805,-82.49979817,10
70172,0,27.235681,-82.49979783,10
70173,0,27.23568133,-82.49979783,10
70174,0,27.23568183,-82.49979767,10
70175,0.212591887,27.23568267,-82.49979783,10
70176,0.212591887,27.23568333,-82.49979783,10
70177,0,27.23568383,-82.49979767,10
70178,0,27.23568417,-82.49979717,10
70179,0.212591887,27.23568417,-82.49979667,10
70180,0.212591887,27.23568433,-82.49979633,10
70181,0.212591887,27.23568417,-82.49979583,10
70182,0,27.235684,-82.4997955,10
70183,0,27.235684,-82.4997955,10
70184,0,27.235684,-82.4997955,10
70185,0,27.235684,-82.4997955,10
70186,0,27.23568383,-82.4997955,10
70187,0.212591887,27.2356835,-82.4997955,10
70188,0,27.23568317,-82.49979567,10
70189,0.212591887,27.2356825,-82.49979567,10
70190,0,27.23568217,-82.499796,10
70191,0,27.23568183,-82.499796,10
70192,0,27.2356815,-82.499796,10
70193,0.212591887,27.23568067,-82.499796,10
70194,0.212591887,27.23567983,-82.499796,10
70195,0,27.235679,-82.4997955,10
70196,0,27.23567867,-82.49979517,10
70197,0,27.235678,-82.499795,10
70198,0,27.23567733,-82.49979467,10
70199,0,27.23567683,-82.49979433,10
70200,0,27.23567633,-82.499794,10
70201,0.212591887,27.2356755,-82.49979367,10
70202,0,27.23567533,-82.49979367,10
70203,0,27.23567517,-82.4997935,10
70204,0,27.23567533,-82.4997935,10
70205,0,27.23567567,-82.49979367,10
70206,0.212591887,27.23567633,-82.499794,10
70207,0,27.23567683,-82.49979433,10
70208,0,27.23567717,-82.49979467,10
70209,0,27.23567767,-82.49979517,10
70210,0.300650329,27.23567833,-82.49979583,10
70211,0,27.23567867,-82.499796,10
70212,0,27.23567933,-82.49979633,10
70213,0.212591887,27.23567983,-82.499797,10
70214,0.300650329,27.2356805,-82.49979767,10
70215,0.212591887,27.23568117,-82.49979817,10
70216,0.212591887,27.23568217,-82.49979867,10
70217,0,27.23568267,-82.49979867,10
70218,0.300650329,27.2356835,-82.499799,10
70219,0.212591887,27.23568433,-82.49979933,10
70220,0,27.2356845,-82.49979917,10
70221,0.300650329,27.2356855,-82.49979917,10
70222,0.212591887,27.2356865,-82.49979933,10
70223,0.300650329,27.2356875,-82.4997995,10
70224,0.300650329,27.2356885,-82.49979917,10
70225,0.212591887,27.235689,-82.49979867,10
70226,0.368219949,27.2356905,-82.49979867,10
70227,0.212591887,27.2356915,-82.49979867,10
70228,0.212591887,27.23569233,-82.49979833,10
70229,0.212591887,27.23569283,-82.499798,10
70230,0.212591887,27.23569317,-82.49979767,10
70231,0.300650329,27.23569433,-82.49979783,10
70232,0.212591887,27.23569533,-82.49979817,10
70233,0.300650329,27.2356965,-82.49979833,10
70234,0.212591887,27.235697,-82.49979833,10
70235,0.212591887,27.2356975,-82.49979833,10
70236,0,27.235698,-82.49979833,10
70237,0.212591887,27.23569833,-82.4997985,10
70238,0,27.23569867,-82.49979833,10
70239,0,27.23569883,-82.4997985,10
70240,0,27.23569917,-82.4997985,10
70241,0.212591887,27.23569967,-82.49979867,10
70242,0,27.23570017,-82.4997985,10
70243,0,27.23570067,-82.49979867,10
70244,0,27.23570117,-82.49979867,10
70245,0,27.2357015,-82.49979867,10
70246,0,27.23570183,-82.49979883,10
70247,0,27.235702,-82.499799,10
70248,0,27.23570233,-82.49979917,10
70249,0.212591887,27.23570267,-82.49979933,10
70250,0.212591887,27.2357035,-82.49979983,10
70251,0,27.235704,-82.4998,10
70252,0,27.23570383,-82.4998,10
70253,0,27.23570383,-82.4998,10
70254,0,27.235704,-82.49980017,10
70255,0,27.23570383,-82.49980033,10
70256,0,27.23570333,-82.49980017,10
70257,0,27.23570283,-82.49980033,10
70258,0,27.2357025,-82.49980033,10
70259,0.212591887,27.2357025,-82.49980083,10
70260,0,27.23570267,-82.499801,10
70261,0,27.235702,-82.499801,10
70262,0,27.23570183,-82.4998015,10
70263,0,27.235702,-82.49980183,10
70264,0,27.23570217,-82.49980217,10
70265,0.300650329,27.23570267,-82.49980283,10
70266,0,27.23570283,-82.49980317,10
70267,0,27.23570317,-82.4998035,10
70268,0,27.23570383,-82.499804,10
70269,0,27.23570333,-82.49980383,10
70270,0,27.23570367,-82.49980417,10
70271,0,27.23570333,-82.49980417,10
70272,0,27.2357035,-82.499804,10
70273,0,27.23570417,-82.499804,10
70274,0.425183773,27.2357055,-82.49980467,10
70275,0,27.23570483,-82.49980417,10
70276,0,27.23570533,-82.499804,10
70277,0,27.23570583,-82.49980417,10
70278,0.212591887,27.23570483,-82.49980367,10
70279,0.212591887,27.23570417,-82.49980333,10
70280,0,27.2357035,-82.499803,10
70281,0.300650329,27.23570233,-82.4998025,10
70282,0,27.23570217,-82.49980283,10
70283,0,27.23570217,-82.49980333,10
70284,0,27.23570133,-82.49980367,10
70285,0,27.235701,-82.49980383,10
70286,0.300650329,27.235701,-82.49980467,12
70287,0.425183773,27.23569933,-82.49980467,12
70288,0.368219949,27.23569783,-82.499805,12
70289,0.300650329,27.23569667,-82.49980533,12
70290,0,27.23569617,-82.49980583,12
70291,0.300650329,27.23569517,-82.49980617,12
70292,0.368219949,27.235694,-82.49980633,12
70293,0.300650329,27.23569317,-82.4998065,12
70294,0.300650329,27.2356925,-82.499807,12
70295,0.300650329,27.23569167,-82.4998075,12
70296,0.300650329,27.23569117,-82.49980833,12
70297,0.300650329,27.23569033,-82.499809,12
70298,0,27.2356895,-82.4998095,12
70299,0,27.23568883,-82.49981,12
70300,0.300650329,27.23568767,-82.49981033,12
70301,0.300650329,27.235687,-82.4998105,12
70302,0.212591887,27.23568667,-82.49981083,12
70303,0.212591887,27.23568633,-82.499811,12
70304,0,27.235686,-82.499811,12
70305,0.212591887,27.235686,-82.49981133,12
70306,0,27.23568583,-82.49981167,12
70307,0,27.23568567,-82.499812,12
70308,0,27.23568517,-82.49981233,12
70309,0,27.235685,-82.49981267,12
70310,0.212591887,27.2356845,-82.4998125,12
70311,0.212591887,27.23568417,-82.4998125,12
70312,0.212591887,27.23568333,-82.49981233,12
70313,0.212591887,27.2356825,-82.499812,12
70314,0,27.235682,-82.49981183,12
70315,0,27.2356815,-82.49981183,12
70316,0,27.23568133,-82.49981183,12
70317,0.212591887,27.23568083,-82.49981167,12
70318,0.212591887,27.23568017,-82.49981133,12
70319,0,27.2356795,-82.49981117,12
70320,0.212591887,27.2356785,-82.499811,12
70321,0.212591887,27.23567767,-82.499811,12
70322,0,27.23567717,-82.49981117,12
70323,0.212591887,27.23567617,-82.49981067,12
70324,0.425183773,27.2356745,-82.49981117,12
70325,0.736439897,27.23567167,-82.49981033,12
70326,0.212591887,27.2356705,-82.49981017,12
70327,0.425183773,27.23566867,-82.49980967,12
70328,0.368219949,27.23566733,-82.499809,12
70329,0,27.235667,-82.49980917,12
70330,0,27.2356665,-82.4998095,12
70331,0,27.23566633,-82.49981,12
70332,0.300650329,27.23566567,-82.49980983,12
70333,0.368219949,27.2356645,-82.49980983,12
70334,0.368219949,27.23566317,-82.4998095,12
70335,0,27.235663,-82.49980967,12
70336,0.368219949,27.235664,-82.49981033,11
70337,0,27.23566417,-82.49981067,12
70338,0.212591887,27.23566483,-82.499811,12
70339,0.850367546,27.23566283,-82.49981417,12
70340,1.377752891,27.2356655,-82.49981967,12
70341,1.257710562,27.23566817,-82.4998245,12
70342,1.124930525,27.23567117,-82.49982833,12
70343,0.901950987,27.2356735,-82.4998315,12
70344,1.104659846,27.23567683,-82.499835,12
70345,1.310504402,27.235681,-82.49983867,12
70346,0.520741645,27.235682,-82.49984067,12
70347,0.562465262,27.23568333,-82.49984283,11
70348,0.63777566,27.23568517,-82.499845,11
70349,0.47536991,27.2356865,-82.49984667,11
70350,0.368219949,27.23568783,-82.4998475,11
70351,0.520741645,27.23568967,-82.49984867,11
70352,0.212591887,27.23568967,-82.49984883,11
70353,0,27.23568983,-82.49984933,12
70354,0.300650329,27.23569083,-82.49985,12
70355,0.300650329,27.235691,-82.49985067,12
70356,0.212591887,27.23569017,-82.499851,12
70357,0,27.23568967,-82.49985083,12
70358,0,27.2356895,-82.49985083,12
70359,0,27.2356895,-82.49985067,12
70360,0,27.23568933,-82.49985033,12
70361,0,27.235689,-82.49985017,12
70362,0.300650329,27.235688,-82.4998495,12
70363,0,27.2356875,-82.49984967,12
70364,0,27.23568733,-82.49984983,12
70365,0.212591887,27.23568783,-82.4998505,12
70366,0,27.23568833,-82.49985083,12
70367,0.562465262,27.2356905,-82.4998515,12
70368,0.425183773,27.23569183,-82.49985233,11
70369,0.212591887,27.23569283,-82.49985267,11
70370,0.212591887,27.2356935,-82.49985283,11
70371,0.212591887,27.23569333,-82.499853,11
70372,0.212591887,27.2356935,-82.49985283,11
70373,0.212591887,27.2356935,-82.49985267,12
70374,0.300650329,27.235693,-82.49985183,12
70375,0.425183773,27.23569183,-82.4998505,12
70376,0.601300658,27.23569017,-82.49984867,12
70377,0.520741645,27.2356885,-82.49984717,12
70378,0.425183773,27.23568717,-82.49984583,12
70379,0.300650329,27.23568667,-82.49984467,12
70380,0.300650329,27.23568583,-82.49984367,12
70381,0,27.23568583,-82.499843,12
70382,0,27.235686,-82.49984267,12
70383,0.300650329,27.2356855,-82.499842,12
70384,0,27.23568467,-82.49984183,12
70385,0.212591887,27.23568383,-82.49984167,12
70386,0.212591887,27.23568283,-82.4998415,12
70387,0.212591887,27.235682,-82.499841,12
70388,0.425183773,27.23568033,-82.49984067,12
70389,0.300650329,27.23567917,-82.49984033,12
70390,0,27.23567883,-82.49984017,12
70391,0,27.23567883,-82.49984017,12
70392,0,27.235679,-82.4998405,12
70393,0,27.23567883,-82.49984067,12
70394,0,27.2356785,-82.4998405,12
70395,0,27.23567867,-82.49984033,12
70396,0,27.23567833,-82.49983983,12
70397,0,27.23567833,-82.4998395,12
70398,0,27.23567867,-82.49983967,12
70399,0,27.23567933,-82.49984,12
70400,0.212591887,27.235679,-82.4998405,12
70401,0,27.23567867,-82.49984117,12
70402,0,27.23567867,-82.49984167,12
70403,0,27.23567867,-82.49984217,12
70404,0,27.2356785,-82.49984267,11
70405,0,27.2356785,-82.49984283,11
70406,0,27.23567867,-82.49984317,12
70407,0,27.23567833,-82.4998435,12
70408,0,27.23567867,-82.499844,12
70409,0,27.23567883,-82.4998445,12
70410,0.212591887,27.23567933,-82.49984517,12
70411,0.212591887,27.23567967,-82.49984567,12
70412,0.212591887,27.23567983,-82.4998465,12
70413,0,27.2356795,-82.499847,12
70414,0.212591887,27.23568,-82.49984767,12
70415,0.425183773,27.23568117,-82.499849,12
70416,0.300650329,27.23568167,-82.49985017,12
70417,0.368219949,27.23568233,-82.49985183,12
70418,0.368219949,27.23568317,-82.49985333,12
70419,0.212591887,27.235683,-82.4998545,12
70420,0.300650329,27.2356835,-82.499856,12
70421,0.425183773,27.23568417,-82.49985717,12
70422,0.425183773,27.2356855,-82.4998585,12
70423,0,27.23568567,-82.499859,12
70424,0.212591887,27.2356865,-82.49985983,12
70425,0,27.2356865,-82.49986017,12
70426,0.368219949,27.23568767,-82.49986083,12
70427,0.368219949,27.23568867,-82.4998615,12
70428,0.47536991,27.23569017,-82.49986283,12
70429,0.520741645,27.23569167,-82.49986433,12
70430,0.425183773,27.23569267,-82.4998655,12
70431,0.300650329,27.23569367,-82.4998665,12
70432,0.300650329,27.2356945,-82.4998675,12
70433,0.300650329,27.2356955,-82.49986833,12
70434,0,27.23569617,-82.49986883,12
70435,0.300650329,27.23569717,-82.49986967,12
70436,0.212591887,27.23569783,-82.49987017,12
70437,0.425183773,27.235697,-82.49986867,12
70438,0,27.23569667,-82.49986833,12
70439,0.212591887,27.23569567,-82.49986783,12
70440,0.300650329,27.23569467,-82.49986783,12
70441,0.300650329,27.23569333,-82.49986733,12
70442,0.300650329,27.23569233,-82.499867,12
70443,0.63777566,27.23569,-82.4998655,12
70444,0.425183773,27.2356885,-82.499865,12
70445,0.601300658,27.23568667,-82.49986367,12
70446,0.425183773,27.23568517,-82.49986283,12
70447,0.520741645,27.2356835,-82.49986167,12
70448,0.520741645,27.23568183,-82.49986033,12
70449,0.212591887,27.235681,-82.49986017,12
70450,0,27.23568033,-82.49985967,12
70451,0.300650329,27.23567917,-82.49985933,12
70452,0,27.2356785,-82.49985933,12
70453,0,27.23567783,-82.499859,12
70454,0,27.23567733,-82.4998585,12
70455,0.212591887,27.23567683,-82.49985783,12
70456,0,27.23567633,-82.49985767,12
70457,0,27.23567617,-82.49985717,12
70458,0.212591887,27.23567567,-82.4998565,12
70459,0,27.23567567,-82.4998565,12
70460,0.212591887,27.23567533,-82.49985583,12
70461,0.212591887,27.23567533,-82.499855,12
70462,0.300650329,27.23567483,-82.4998535,12
70463,0.368219949,27.235674,-82.49985233,12
70464,0.300650329,27.23567317,-82.49985167,12
70465,0.212591887,27.235673,-82.499851,12
70466,0,27.23567317,-82.499851,12
70467,0.212591887,27.235674,-82.499851,12
70468,0,27.23567417,-82.49985117,12
70469,0,27.235674,-82.49985083,12
70470,0.212591887,27.23567333,-82.49985067,12
70471,0,27.23567367,-82.49985033,12
70472,0,27.23567417,-82.49985,12
70473,0,27.23567433,-82.4998495,12
70474,0.300650329,27.23567367,-82.49984833,12
70475,0.212591887,27.23567333,-82.4998475,12
70476,0.47536991,27.23567233,-82.49984567,12
70477,0.47536991,27.23567117,-82.499844,12
70478,0.300650329,27.23567083,-82.49984267,12
70479,0.212591887,27.235671,-82.49984167,12
70480,0,27.23567117,-82.49984117,12
70481,0,27.23567133,-82.49984083,12
70482,0,27.235671,-82.49984033,12
70483,0,27.23567083,-82.49984017,12
70484,0,27.23567083,-82.49983983,12
70485,0,27.23567033,-82.4998395,12
70486,0,27.23567017,-82.49983983,12
70487,0,27.23567067,-82.49984,12
70488,0,27.23567083,-82.4998405,12
70489,0,27.23567067,-82.49984083,12
70490,0,27.23567033,-82.49984117,12
70491,0.212591887,27.23567033,-82.49984183,12
70492,0.300650329,27.23566967,-82.4998425,12
70493,0.212591887,27.23566967,-82.49984317,12
70494,0,27.23566983,-82.4998435,12
70495,0,27.23566917,-82.49984317,12
70496,0.47536991,27.2356675,-82.49984233,12
70497,0.425183773,27.23566583,-82.4998415,12
70498,0.425183773,27.2356645,-82.49984083,12
70499,0.520741645,27.2356625,-82.49984033,12
70500,0.562465262,27.23566033,-82.49984017,12
70501,0.368219949,27.235659,-82.49984033,12
70502,0.520741645,27.235657,-82.49984067,12
70503,0.562465262,27.23565467,-82.49984083,12
70504,0.901950987,27.235651,-82.49984017,12
70505,0.672274573,27.23564833,-82.49983933,12
70506,0.601300658,27.23564617,-82.4998385,12
70507,0.850367546,27.235643,-82.49983683,11
70508,0.795446003,27.23564017,-82.49983517,11
70509,0.950739819,27.23563683,-82.499833,11
70510,0.850367546,27.23563383,-82.499831,11
70511,0.766510948,27.23563117,-82.49982933,11
70512,0.672274573,27.23562883,-82.499828,11
70513,0.601300658,27.235627,-82.49982617,12
70514,0.601300658,27.23562483,-82.49982483,12
70515,0.368219949,27.2356235,-82.499824,12
70516,0.300650329,27.23562267,-82.49982317,12
70517,0.212591887,27.23562217,-82.49982217,12
70518,0,27.235622,-82.49982117,12
70519,0.300650329,27.23562167,-82.49981983,12
70520,0.212591887,27.2356215,-82.49981917,12
70521,0,27.2356215,-82.499819,12
70522,0,27.23562167,-82.49981883,12
70523,0,27.2356215,-82.4998185,12
70524,0,27.23562133,-82.49981817,12
70525,0,27.23562167,-82.499818,12
70526,0,27.235622,-82.4998185,12
70527,0.300650329,27.23562233,-82.4998195,12
70528,0.212591887,27.23562217,-82.49982033,12
70529,0.212591887,27.2356225,-82.49982133,12
70530,0,27.23562267,-82.49982183,12
70531,0,27.2356225,-82.49982233,12
70532,0.300650329,27.23562283,-82.49982333,12
70533,0.368219949,27.23562183,-82.49982417,12
70534,0.300650329,27.23562117,-82.499825,12
70535,0.300650329,27.23561983,-82.49982533,12
70536,0.300650329,27.23561867,-82.49982533,12
70537,0.212591887,27.23561783,-82.49982567,12
70538,0.300650329,27.23561683,-82.49982583,12
70539,0,27.23561617,-82.499826,12
70540,0.212591887,27.23561567,-82.49982667,12
70541,0.212591887,27.23561583,-82.49982733,12
70542,0.212591887,27.2356165,-82.49982767,12
70543,0.212591887,27.23561683,-82.499828,12
70544,0,27.23561717,-82.49982783,12
70545,0,27.23561783,-82.4998275,12
70546,0,27.23561817,-82.49982717,12
70547,0,27.2356185,-82.49982667,12
70548,0.300650329,27.2356185,-82.49982567,12
70549,0.212591887,27.2356185,-82.49982517,12
70550,0.212591887,27.23561817,-82.49982417,12
70551,0,27.23561817,-82.49982317,12
70552,0.212591887,27.23561833,-82.49982217,12
70553,0.212591887,27.235618,-82.4998215,12
70554,0.212591887,27.23561767,-82.49982067,12
70555,0.300650329,27.23561767,-82.49981967,12
70556,0.212591887,27.235618,-82.49981867,12
70557,0.212591887,27.23561833,-82.49981783,12
70558,0.300650329,27.23561867,-82.499817,12
70559,0.300650329,27.23561917,-82.49981633,12
70560,0.212591887,27.23561867,-82.49981583,12
70561,0.300650329,27.23561833,-82.49981517,12
70562,0,27.23561817,-82.49981483,12
70563,0,27.235618,-82.4998145,12
70564,0,27.235618,-82.499814,12
70565,0,27.23561817,-82.49981417,12
70566,0,27.23561867,-82.4998145,12
70567,0.212591887,27.23561883,-82.49981533,12
70568,0.300650329,27.23561967,-82.49981617,12
70569,0.300650329,27.23562033,-82.499817,12
70570,0.368219949,27.23562067,-82.49981833,12
70571,0.212591887,27.2356205,-82.49981917,12
70572,0.212591887,27.235621,-82.49982,12
70573,0.300650329,27.23562217,-82.499821,12
70574,0.212591887,27.2356225,-82.499822,12
70575,0.212591887,27.23562233,-82.49982283,12
70576,0,27.23562267,-82.49982383,12
70577,0.368219949,27.23562367,-82.49982517,12
70578,0.212591887,27.2356245,-82.49982567,12
70579,0.300650329,27.23562517,-82.49982633,12
70580,0,27.23562583,-82.49982683,12
70581,0,27.23562617,-82.49982733,12
70582,0.300650329,27.23562667,-82.49982833,12
70583,0.300650329,27.23562733,-82.49982917,12
70584,0.212591887,27.23562717,-82.49982983,12
70585,0,27.23562717,-82.49983033,12
70586,0,27.23562767,-82.49983083,12
70587,0,27.23562767,-82.4998315,12
70588,0,27.23562733,-82.49983167,12
70589,0.212591887,27.23562733,-82.499832,12
70590,0.212591887,27.235627,-82.49983233,12
70591,0.212591887,27.2356265,-82.499832,12
70592,0.425183773,27.23562517,-82.49983133,12
70593,0.212591887,27.23562517,-82.49983067,12
70594,0.212591887,27.23562533,-82.49983,12
70595,0.212591887,27.23562617,-82.49982983,12
70596,0,27.23562617,-82.49983017,12
70597,0,27.235626,-82.49982967,12
70598,0,27.235626,-82.49983,12
70599,0,27.23562667,-82.4998305,12
70600,0.212591887,27.23562717,-82.49983067,12
70601,0.212591887,27.235628,-82.49983067,12
70602,0,27.23562833,-82.49983033,12
70603,0.300650329,27.235629,-82.49982967,12
70604,0.212591887,27.2356295,-82.4998295,12
70605,0.212591887,27.23563017,-82.49982917,12
70606,0,27.23563033,-82.49982867,12
70607,0,27.23563083,-82.49982833,12
70608,0,27.235631,-82.499828,12
70609,0,27.23563083,-82.499828,12
70610,0,27.2356305,-82.4998275,12
70611,0,27.2356305,-82.499827,12
70612,0,27.23563083,-82.499827,12
70613,0,27.23563133,-82.499827,12
70614,0,27.2356315,-82.49982667,12
70615,0,27.23563217,-82.4998265,12
70616,0,27.23563267,-82.49982667,12
70617,0.300650329,27.23563333,-82.4998275,12
